Age,Income,Loan_Amount,Credit_Score,Months_Employed,Num_Credit_Lines,Interest_Rate,Loan_Term,Debt_Income_Ratio,Education,Employment_Type,Marital_Status,Has_Mortgage,Has_Dependents,Loan_Purpose,Has_CoSigner,Defaulted,Loan_Income_ratio,Credit_score_Band,Age_band,Tenure_band
22,116681,137843,808,12,2,5.88,60,0.17,Bachelor's,Full-time,Single,No,No,Auto,No,1,1.18,Excellent,<25,1-3 years
59,119766,64558,610,37,3,12.17,48,0.54,Bachelor's,Self-employed,Divorced,Yes,No,Other,No,0,0.54,Fair,46-60,3-5 years
39,85681,238625,327,38,3,23.24,48,0.31,Master's,Unemployed,Divorced,No,Yes,Business,No,1,2.79,Poor,36-45,3-5 years
53,113269,133895,585,53,1,16.06,48,0.79,Master's,Full-time,Divorced,Yes,Yes,Other,No,0,1.18,Fair,46-60,3-5 years
63,44271,90018,495,49,1,2.29,24,0.43,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0,2.03,Poor,>60,3-5 years
30,124796,86328,401,27,1,15.86,60,0.83,Master's,Part-time,Divorced,No,No,Auto,No,0,0.69,Poor,25-35 ,1-3 years
18,28737,130440,475,22,1,12.14,12,0.3,PhD,Full-time,Married,Yes,No,Auto,Yes,0,4.54,Poor,<25,1-3 years
33,62437,80185,527,92,4,10.42,60,0.64,Bachelor's,Full-time,Single,Yes,No,Home,No,0,1.28,Poor,25-35 ,>5 years
58,16379,128203,787,12,3,7.94,60,0.84,High School,Part-time,Single,Yes,Yes,Business,No,0,7.83,Very Good,46-60,1-3 years
39,15073,93474,839,6,4,7.47,48,0.18,Bachelor's,Full-time,Married,No,No,Business,No,0,6.2,Excellent,36-45,<1 year
49,115657,65742,447,11,1,5.92,36,0.61,High School,Unemployed,Divorced,No,Yes,Auto,Yes,0,0.57,Poor,46-60,<1 year
33,129802,144380,758,28,2,14.58,24,0.32,High School,Unemployed,Single,No,No,Education,No,0,1.11,Very Good,25-35 ,1-3 years
68,71825,117775,785,17,2,22.45,60,0.24,PhD,Unemployed,Divorced,Yes,Yes,Education,No,0,1.64,Very Good,>60,1-3 years
32,97887,106585,781,66,4,15.04,60,0.79,Bachelor's,Unemployed,Single,Yes,No,Auto,No,0,1.09,Very Good,25-35 ,>5 years
63,115854,17722,708,2,1,10.06,48,0.89,Bachelor's,Part-time,Divorced,No,Yes,Education,No,0,0.15,Good,>60,<1 year
69,29635,79689,443,73,2,4.77,12,0.45,Master's,Self-employed,Divorced,Yes,No,Business,No,0,2.69,Poor,>60,>5 years
59,127478,242392,547,26,1,2.03,48,0.18,Master's,Part-time,Single,Yes,Yes,Auto,No,0,1.9,Poor,46-60,1-3 years
29,36547,84948,480,10,1,11.46,60,0.54,High School,Unemployed,Single,No,No,Business,No,1,2.32,Poor,25-35 ,<1 year
18,146064,157220,734,109,1,17.53,48,0.44,PhD,Self-employed,Single,No,Yes,Home,Yes,0,1.08,Good,<25,>5 years
34,61303,52228,641,98,4,7.39,48,0.4,PhD,Part-time,Married,No,No,Other,Yes,0,0.85,Fair,25-35 ,>5 years
58,34954,211854,728,23,3,6.18,24,0.88,High School,Unemployed,Married,No,Yes,Business,No,0,6.06,Good,46-60,1-3 years
68,80464,60771,313,76,4,8.72,48,0.29,PhD,Self-employed,Married,No,No,Auto,Yes,0,0.76,Poor,>60,>5 years
67,81224,130148,780,47,1,15.56,12,0.47,High School,Part-time,Married,Yes,No,Other,No,0,1.6,Very Good,>60,3-5 years
45,148180,16709,646,64,4,19.9,24,0.48,Master's,Unemployed,Married,Yes,Yes,Business,No,0,0.11,Fair,36-45,>5 years
24,147337,203760,649,97,4,24.95,48,0.82,Master's,Part-time,Married,Yes,No,Business,Yes,0,1.38,Fair,<25,>5 years
26,58684,208314,677,68,2,21.7,60,0.71,PhD,Part-time,Single,No,Yes,Home,Yes,0,3.55,Good,25-35 ,>5 years
39,43992,73769,846,65,2,10.82,36,0.38,PhD,Unemployed,Single,No,Yes,Auto,Yes,0,1.68,Excellent,36-45,>5 years
43,25243,179011,718,104,3,9.78,60,0.76,Master's,Self-employed,Single,Yes,Yes,Business,No,0,7.09,Good,36-45,>5 years
29,40192,121655,399,47,1,10.05,36,0.8,Bachelor's,Unemployed,Single,No,No,Business,No,0,3.03,Poor,25-35 ,3-5 years
24,109691,128023,741,69,2,6.39,36,0.72,Bachelor's,Self-employed,Single,No,No,Business,Yes,0,1.17,Very Good,<25,>5 years
63,104080,32701,795,34,2,11.53,48,0.49,High School,Unemployed,Divorced,Yes,No,Auto,No,0,0.31,Very Good,>60,1-3 years
64,137134,189473,306,65,1,9.45,48,0.64,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,0,1.38,Poor,>60,>5 years
32,103956,209760,339,10,4,3.36,12,0.63,High School,Full-time,Married,Yes,Yes,Business,No,0,2.02,Poor,25-35 ,<1 year
55,100120,165242,722,74,3,20.95,60,0.36,High School,Part-time,Married,No,Yes,Auto,Yes,1,1.65,Good,46-60,>5 years
38,22725,91305,614,12,4,9.66,12,0.49,Master's,Part-time,Divorced,Yes,Yes,Business,No,1,4.02,Fair,36-45,1-3 years
31,131142,13648,439,66,1,19.35,60,0.66,PhD,Self-employed,Divorced,Yes,No,Business,Yes,0,0.1,Poor,25-35 ,>5 years
19,104412,28026,765,68,2,14.61,60,0.44,Master's,Part-time,Married,No,No,Home,No,0,0.27,Very Good,<25,>5 years
25,81337,101621,412,114,1,19.99,60,0.43,PhD,Part-time,Married,Yes,Yes,Auto,Yes,0,1.25,Poor,25-35 ,>5 years
62,50860,58452,664,69,3,13.86,48,0.85,PhD,Unemployed,Divorced,No,No,Education,Yes,0,1.15,Fair,>60,>5 years
23,62830,212967,578,15,3,19.46,60,0.59,High School,Part-time,Divorced,No,No,Business,Yes,0,3.39,Poor,<25,1-3 years
54,94701,160016,344,44,2,15.01,36,0.63,Bachelor's,Full-time,Married,No,No,Education,No,0,1.69,Poor,46-60,3-5 years
54,138340,69965,664,114,4,13.64,60,0.19,Bachelor's,Full-time,Single,No,Yes,Education,Yes,0,0.51,Fair,46-60,>5 years
50,84255,10817,798,100,2,4.76,24,0.3,Master's,Full-time,Divorced,Yes,No,Auto,Yes,0,0.13,Very Good,46-60,>5 years
58,74326,53381,667,74,1,13.58,60,0.23,Master's,Full-time,Divorced,Yes,Yes,Other,No,0,0.72,Fair,46-60,>5 years
23,134505,39405,485,73,1,23.21,36,0.72,Master's,Full-time,Divorced,Yes,No,Business,Yes,1,0.29,Poor,<25,>5 years
69,62266,45494,757,22,2,7.59,12,0.31,Master's,Full-time,Married,Yes,Yes,Auto,No,0,0.73,Very Good,>60,1-3 years
43,109124,217638,614,66,1,11.19,36,0.84,High School,Unemployed,Divorced,No,No,Auto,Yes,0,1.99,Fair,36-45,>5 years
56,71588,121784,393,18,2,10.25,48,0.69,High School,Self-employed,Divorced,No,No,Auto,No,0,1.7,Poor,46-60,1-3 years
58,47814,43119,385,10,3,23.9,12,0.49,PhD,Part-time,Single,No,Yes,Auto,Yes,0,0.9,Poor,46-60,<1 year
54,144938,194713,671,92,2,23.86,24,0.21,Bachelor's,Part-time,Single,No,Yes,Business,Yes,0,1.34,Good,46-60,>5 years
31,125756,111488,645,69,1,10.94,60,0.69,Bachelor's,Part-time,Single,No,No,Business,Yes,0,0.89,Fair,25-35 ,>5 years
54,136915,123810,535,41,2,2.45,36,0.74,PhD,Full-time,Married,No,Yes,Home,Yes,0,0.9,Poor,46-60,3-5 years
25,109189,45731,449,21,3,18.82,24,0.47,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0,0.42,Poor,25-35 ,1-3 years
56,80567,170550,585,94,3,13.14,12,0.51,High School,Part-time,Divorced,Yes,Yes,Auto,No,0,2.12,Fair,46-60,>5 years
30,140130,55949,711,110,2,2.54,36,0.58,High School,Part-time,Divorced,No,Yes,Business,No,0,0.4,Good,25-35 ,>5 years
30,63960,192200,778,2,1,7.17,60,0.85,High School,Full-time,Single,Yes,Yes,Auto,No,0,3.01,Very Good,25-35 ,<1 year
57,47290,15531,812,30,1,8.03,60,0.34,Master's,Self-employed,Single,No,No,Business,No,0,0.33,Excellent,46-60,1-3 years
60,58840,160513,773,62,4,9.89,60,0.12,PhD,Full-time,Married,Yes,No,Home,No,0,2.73,Very Good,46-60,>5 years
45,103534,191830,750,62,2,15.52,48,0.56,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,1,1.85,Very Good,36-45,>5 years
35,61103,111242,402,54,3,11.91,48,0.41,High School,Full-time,Single,Yes,No,Home,No,0,1.82,Poor,25-35 ,3-5 years
36,71050,34077,324,119,3,14.49,48,0.87,Bachelor's,Unemployed,Married,Yes,Yes,Business,No,0,0.48,Poor,36-45,>5 years
55,149900,30542,345,106,1,9.03,36,0.75,High School,Full-time,Divorced,Yes,No,Other,No,0,0.2,Poor,46-60,>5 years
49,142415,8247,769,70,1,13.3,60,0.68,High School,Part-time,Single,No,Yes,Other,Yes,0,0.06,Very Good,46-60,>5 years
39,125012,104311,446,76,3,8.66,60,0.44,PhD,Full-time,Divorced,Yes,No,Other,Yes,0,0.83,Poor,36-45,>5 years
19,144430,33308,596,59,2,7.19,60,0.88,Bachelor's,Part-time,Married,Yes,Yes,Business,Yes,0,0.23,Fair,<25,3-5 years
30,54320,135360,801,55,3,2.11,36,0.44,PhD,Unemployed,Divorced,No,Yes,Business,Yes,0,2.49,Excellent,25-35 ,3-5 years
40,102210,220472,487,44,1,12.07,24,0.73,High School,Self-employed,Single,No,No,Auto,No,0,2.16,Poor,36-45,3-5 years
42,91307,161555,620,13,3,11.94,48,0.86,Master's,Self-employed,Single,Yes,Yes,Business,No,0,1.77,Fair,36-45,1-3 years
45,90904,249633,848,71,4,20.08,48,0.32,Bachelor's,Part-time,Divorced,Yes,Yes,Education,Yes,0,2.75,Excellent,36-45,>5 years
28,93602,33507,365,108,4,19.04,24,0.84,High School,Unemployed,Married,Yes,Yes,Auto,Yes,0,0.36,Poor,25-35 ,>5 years
50,79705,213167,461,79,3,16.08,36,0.59,Bachelor's,Full-time,Married,No,No,Other,No,0,2.67,Poor,46-60,>5 years
41,106186,226650,816,61,2,16.47,24,0.33,Bachelor's,Unemployed,Single,Yes,No,Other,No,1,2.13,Excellent,36-45,>5 years
19,38252,178590,322,4,4,13.49,36,0.22,Master's,Unemployed,Married,Yes,Yes,Education,Yes,1,4.67,Poor,<25,<1 year
47,130320,73211,820,12,4,20.58,12,0.58,High School,Unemployed,Single,No,No,Education,Yes,0,0.56,Excellent,46-60,1-3 years
34,103622,132278,459,58,2,20.47,12,0.53,Master's,Self-employed,Married,Yes,Yes,Auto,No,0,1.28,Poor,25-35 ,3-5 years
57,15330,143982,632,110,3,8.88,48,0.54,High School,Unemployed,Married,Yes,No,Other,Yes,0,9.39,Fair,46-60,>5 years
51,74289,50521,697,100,1,4.33,24,0.54,Bachelor's,Part-time,Single,No,Yes,Business,No,0,0.68,Good,46-60,>5 years
55,137291,78028,350,96,1,5.12,24,0.24,High School,Unemployed,Single,No,Yes,Home,No,0,0.57,Poor,46-60,>5 years
39,109412,61569,303,35,2,14.7,36,0.12,Bachelor's,Unemployed,Single,Yes,No,Other,Yes,1,0.56,Poor,36-45,1-3 years
22,85817,76325,462,65,1,20.5,60,0.25,High School,Unemployed,Single,Yes,Yes,Home,Yes,0,0.89,Poor,<25,>5 years
65,135824,164577,396,54,1,15.83,60,0.73,Master's,Part-time,Single,Yes,No,Auto,No,0,1.21,Poor,>60,3-5 years
57,61372,241428,504,46,1,4.39,12,0.59,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,Yes,0,3.93,Poor,46-60,3-5 years
68,62937,208054,470,96,4,13.63,36,0.54,High School,Full-time,Single,No,Yes,Education,No,0,3.31,Poor,>60,>5 years
33,113688,42554,306,13,3,7.42,36,0.57,Master's,Part-time,Divorced,No,Yes,Other,Yes,0,0.37,Poor,25-35 ,1-3 years
30,63190,249951,628,89,1,24.52,36,0.2,PhD,Self-employed,Divorced,No,No,Other,Yes,0,3.96,Fair,25-35 ,>5 years
43,70659,57092,652,113,3,14.92,12,0.43,Master's,Part-time,Single,No,No,Home,No,0,0.81,Fair,36-45,>5 years
48,142871,112120,369,72,1,13.28,24,0.68,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,0,0.78,Poor,46-60,>5 years
69,26560,47818,532,50,2,8.56,12,0.4,Master's,Self-employed,Married,Yes,Yes,Auto,No,0,1.8,Poor,>60,3-5 years
56,42344,31798,831,32,2,9.33,60,0.15,PhD,Self-employed,Married,Yes,No,Home,No,0,0.75,Excellent,46-60,1-3 years
65,43474,75259,573,86,4,22.24,36,0.65,Master's,Unemployed,Divorced,No,No,Other,No,0,1.73,Poor,>60,>5 years
40,50286,101387,514,56,3,13.62,24,0.88,High School,Unemployed,Divorced,Yes,Yes,Other,Yes,0,2.02,Poor,36-45,3-5 years
65,138543,203001,444,4,4,3.22,48,0.23,Bachelor's,Self-employed,Married,Yes,Yes,Auto,No,1,1.47,Poor,>60,<1 year
29,81268,225600,610,91,1,21.58,60,0.64,PhD,Self-employed,Single,Yes,No,Business,Yes,0,2.78,Fair,25-35 ,>5 years
31,133048,42757,535,42,3,20.55,12,0.62,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0,0.32,Poor,25-35 ,3-5 years
35,114886,191052,636,101,3,15.93,48,0.78,High School,Unemployed,Divorced,Yes,No,Other,No,0,1.66,Fair,25-35 ,>5 years
44,112076,128636,435,92,4,10.96,12,0.75,High School,Self-employed,Married,Yes,Yes,Business,Yes,0,1.15,Poor,36-45,>5 years
45,114185,175274,770,45,4,22.47,12,0.26,High School,Full-time,Divorced,Yes,Yes,Home,No,0,1.54,Very Good,36-45,3-5 years
35,136636,223870,840,103,2,18.64,48,0.44,High School,Self-employed,Married,No,Yes,Home,No,0,1.64,Excellent,25-35 ,>5 years
33,95534,12145,592,30,2,14.99,60,0.86,Master's,Unemployed,Married,Yes,Yes,Education,Yes,0,0.13,Fair,25-35 ,1-3 years
69,30645,60215,333,56,3,14.07,24,0.26,Bachelor's,Unemployed,Divorced,No,No,Business,Yes,0,1.96,Poor,>60,3-5 years
33,68187,210021,624,111,3,2.02,12,0.4,Bachelor's,Unemployed,Single,No,No,Education,No,0,3.08,Fair,25-35 ,>5 years
30,141572,239052,780,74,4,10.54,60,0.85,Master's,Self-employed,Single,Yes,No,Other,Yes,0,1.69,Very Good,25-35 ,>5 years
46,58036,151263,787,105,4,6.43,48,0.66,High School,Unemployed,Married,No,Yes,Business,No,0,2.61,Very Good,46-60,>5 years
26,118568,224263,585,70,4,20.35,36,0.73,PhD,Self-employed,Married,Yes,No,Auto,No,0,1.89,Fair,25-35 ,>5 years
43,44627,176848,340,50,3,24.29,36,0.14,PhD,Part-time,Single,No,No,Auto,No,0,3.96,Poor,36-45,3-5 years
45,107907,167242,826,76,2,19.23,36,0.73,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,0,1.55,Excellent,36-45,>5 years
58,20278,69162,376,94,3,16.84,12,0.72,Master's,Unemployed,Single,No,Yes,Auto,No,1,3.41,Poor,46-60,>5 years
30,117327,15620,366,11,4,18.42,36,0.19,Master's,Unemployed,Divorced,No,Yes,Education,No,0,0.13,Poor,25-35 ,<1 year
53,109530,57165,803,74,1,7.39,24,0.43,PhD,Self-employed,Single,No,Yes,Education,Yes,0,0.52,Excellent,46-60,>5 years
26,127788,70380,595,89,2,21.78,24,0.38,Bachelor's,Part-time,Single,No,Yes,Other,No,1,0.55,Fair,25-35 ,>5 years
64,118833,74754,313,67,1,18.86,60,0.33,High School,Part-time,Single,No,No,Auto,No,0,0.63,Poor,>60,>5 years
31,74894,245083,506,65,4,11.01,36,0.76,Bachelor's,Unemployed,Single,Yes,No,Business,No,0,3.27,Poor,25-35 ,>5 years
68,44975,160901,390,71,4,8.04,48,0.3,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1,3.58,Poor,>60,>5 years
29,69857,34387,842,101,4,16.09,36,0.61,PhD,Self-employed,Married,No,No,Home,No,0,0.49,Excellent,25-35 ,>5 years
49,17066,145502,823,1,4,17.51,36,0.49,High School,Full-time,Married,Yes,Yes,Auto,Yes,0,8.53,Excellent,46-60,<1 year
55,106300,152408,375,41,1,23.22,24,0.47,PhD,Part-time,Single,Yes,Yes,Home,Yes,0,1.43,Poor,46-60,3-5 years
20,47732,138382,798,85,1,18.47,60,0.63,High School,Unemployed,Divorced,No,Yes,Home,Yes,1,2.9,Very Good,<25,>5 years
69,49336,233734,433,61,2,23.91,60,0.27,High School,Self-employed,Divorced,Yes,Yes,Home,No,1,4.74,Poor,>60,>5 years
33,23583,160478,687,99,1,9.77,60,0.34,High School,Unemployed,Divorced,No,No,Auto,No,0,6.8,Good,25-35 ,>5 years
37,105278,174783,477,76,2,3.1,12,0.79,PhD,Unemployed,Single,Yes,Yes,Home,Yes,0,1.66,Poor,36-45,>5 years
49,125021,246831,826,110,1,16.6,60,0.35,High School,Full-time,Married,Yes,Yes,Auto,No,0,1.97,Excellent,46-60,>5 years
40,48386,49928,758,11,1,16.3,24,0.39,Master's,Unemployed,Divorced,Yes,No,Other,No,0,1.03,Very Good,36-45,<1 year
34,54464,244479,393,79,4,20.84,12,0.1,PhD,Self-employed,Single,No,Yes,Education,Yes,0,4.49,Poor,25-35 ,>5 years
33,43147,146027,582,72,4,6.9,24,0.34,Bachelor's,Self-employed,Married,No,No,Education,No,0,3.38,Fair,25-35 ,>5 years
55,15527,37657,791,51,4,8.01,60,0.68,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,0,2.43,Very Good,46-60,3-5 years
25,75372,136454,510,77,1,21.57,12,0.84,Bachelor's,Self-employed,Single,Yes,No,Other,Yes,0,1.81,Poor,25-35 ,>5 years
36,66508,202551,535,76,1,17.42,48,0.2,High School,Part-time,Divorced,Yes,Yes,Business,Yes,0,3.05,Poor,36-45,>5 years
47,143616,158856,806,14,2,9.52,48,0.58,High School,Full-time,Married,Yes,No,Home,Yes,0,1.11,Excellent,46-60,1-3 years
51,109905,102242,792,117,4,19.77,36,0.17,PhD,Unemployed,Married,No,Yes,Education,Yes,0,0.93,Very Good,46-60,>5 years
31,59140,152751,614,96,1,21.77,60,0.34,High School,Self-employed,Single,Yes,No,Other,Yes,0,2.58,Fair,25-35 ,>5 years
39,30811,53717,659,64,1,16.96,12,0.57,Master's,Full-time,Divorced,No,No,Auto,Yes,0,1.74,Fair,36-45,>5 years
61,116538,214145,518,17,4,11.19,24,0.9,Master's,Self-employed,Single,No,Yes,Other,Yes,0,1.84,Poor,>60,1-3 years
34,51770,190881,735,50,2,10.34,60,0.63,High School,Part-time,Divorced,No,Yes,Other,No,0,3.69,Good,25-35 ,3-5 years
32,133099,54496,551,9,2,11.14,60,0.14,PhD,Self-employed,Divorced,No,No,Business,No,1,0.41,Poor,25-35 ,<1 year
67,91309,137829,680,59,3,2.91,12,0.29,High School,Part-time,Single,No,No,Education,Yes,0,1.51,Good,>60,3-5 years
65,116540,150951,634,10,1,24.58,12,0.48,PhD,Full-time,Divorced,Yes,No,Other,No,0,1.3,Fair,>60,<1 year
49,64478,218552,664,59,1,16.85,24,0.38,High School,Unemployed,Married,No,No,Business,No,0,3.39,Fair,46-60,3-5 years
30,72053,141398,307,106,2,24.03,12,0.14,High School,Part-time,Divorced,No,No,Other,Yes,1,1.96,Poor,25-35 ,>5 years
38,18419,178769,753,3,2,8.3,60,0.72,High School,Part-time,Single,Yes,No,Education,Yes,0,9.71,Very Good,36-45,<1 year
66,101334,125111,648,47,1,9.43,60,0.75,High School,Part-time,Divorced,Yes,Yes,Auto,No,0,1.23,Fair,>60,3-5 years
57,97035,108052,590,117,3,16.93,12,0.47,Master's,Self-employed,Single,No,Yes,Education,Yes,0,1.11,Fair,46-60,>5 years
50,141360,196917,522,93,2,7.96,60,0.32,High School,Part-time,Single,No,No,Home,Yes,0,1.39,Poor,46-60,>5 years
44,77408,108243,399,114,3,19.71,36,0.12,High School,Part-time,Single,Yes,No,Business,No,0,1.4,Poor,36-45,>5 years
52,56818,116789,431,79,4,22.17,60,0.57,High School,Self-employed,Single,Yes,Yes,Auto,Yes,0,2.06,Poor,46-60,>5 years
33,98617,69977,778,117,2,19.33,24,0.3,Bachelor's,Self-employed,Divorced,Yes,No,Other,Yes,0,0.71,Very Good,25-35 ,>5 years
45,77720,246224,469,26,1,17.5,60,0.58,Bachelor's,Self-employed,Single,No,No,Auto,Yes,0,3.17,Poor,36-45,1-3 years
51,90618,119259,683,64,2,8.57,24,0.8,Master's,Unemployed,Married,Yes,No,Business,Yes,0,1.32,Good,46-60,>5 years
64,17754,202323,781,69,3,4.93,48,0.59,High School,Part-time,Married,Yes,No,Other,Yes,0,11.4,Very Good,>60,>5 years
18,40585,149172,450,49,1,11.05,48,0.66,High School,Part-time,Divorced,No,No,Other,Yes,1,3.68,Poor,<25,3-5 years
58,21215,124600,320,48,1,16.22,24,0.59,Bachelor's,Unemployed,Divorced,No,No,Education,No,0,5.87,Poor,46-60,3-5 years
65,111980,168274,616,108,1,21.93,36,0.86,PhD,Full-time,Single,Yes,No,Home,Yes,0,1.5,Fair,>60,>5 years
48,122526,22232,616,37,2,9.21,36,0.83,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes,0,0.18,Fair,46-60,3-5 years
53,113663,245515,341,57,2,24.29,48,0.51,Bachelor's,Part-time,Single,No,Yes,Other,No,0,2.16,Poor,46-60,3-5 years
61,28333,16166,460,74,4,10.24,60,0.72,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,Yes,0,0.57,Poor,>60,>5 years
50,77489,215747,301,45,4,12.12,48,0.6,Bachelor's,Full-time,Single,No,No,Business,Yes,0,2.78,Poor,46-60,3-5 years
50,86134,84169,830,15,2,10.49,36,0.76,Master's,Part-time,Divorced,Yes,No,Education,Yes,0,0.98,Excellent,46-60,1-3 years
56,138258,8118,424,18,3,14.57,48,0.74,High School,Unemployed,Single,Yes,No,Business,Yes,0,0.06,Poor,46-60,1-3 years
35,103617,235188,572,20,3,19.66,60,0.19,High School,Part-time,Divorced,No,No,Home,No,0,2.27,Poor,25-35 ,1-3 years
40,109540,237997,752,7,1,23.3,24,0.86,Bachelor's,Full-time,Single,Yes,Yes,Home,Yes,0,2.17,Very Good,36-45,<1 year
40,47322,124167,629,91,1,4.96,48,0.15,High School,Unemployed,Single,Yes,Yes,Home,No,0,2.62,Fair,36-45,>5 years
32,46979,182129,620,59,3,7.46,24,0.76,Bachelor's,Full-time,Married,No,Yes,Business,Yes,0,3.88,Fair,25-35 ,3-5 years
43,79254,222569,405,96,1,7.16,60,0.31,Bachelor's,Full-time,Divorced,No,No,Education,Yes,0,2.81,Poor,36-45,>5 years
47,55548,176205,466,42,1,5.04,12,0.17,High School,Self-employed,Single,Yes,No,Other,Yes,0,3.17,Poor,46-60,3-5 years
42,122104,68347,551,46,3,23.34,60,0.33,Bachelor's,Full-time,Divorced,Yes,No,Education,No,0,0.56,Poor,36-45,3-5 years
62,21598,193751,676,93,1,10.25,12,0.6,High School,Full-time,Single,No,Yes,Business,Yes,0,8.97,Good,>60,>5 years
33,18964,99749,333,27,3,16.27,12,0.89,Master's,Unemployed,Married,No,Yes,Home,No,1,5.26,Poor,25-35 ,1-3 years
56,114920,63973,395,51,2,5.14,48,0.41,Bachelor's,Unemployed,Married,No,Yes,Auto,No,0,0.56,Poor,46-60,3-5 years
65,95515,60481,575,93,2,8.57,48,0.25,Master's,Full-time,Single,No,No,Other,Yes,0,0.63,Poor,>60,>5 years
62,132164,18948,596,49,2,10.52,24,0.36,Bachelor's,Self-employed,Married,No,No,Business,No,0,0.14,Fair,>60,3-5 years
31,126222,233516,770,35,3,9.76,48,0.48,Master's,Unemployed,Single,Yes,No,Education,No,0,1.85,Very Good,25-35 ,1-3 years
34,34354,217290,625,43,4,10.1,60,0.29,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,0,6.33,Fair,25-35 ,3-5 years
29,58653,215162,646,12,2,14.67,36,0.74,PhD,Full-time,Divorced,Yes,No,Business,No,0,3.67,Fair,25-35 ,1-3 years
46,147241,146307,725,108,3,15.59,36,0.41,Bachelor's,Unemployed,Married,No,Yes,Business,No,0,0.99,Good,46-60,>5 years
49,109138,54778,795,73,2,2.21,48,0.13,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,No,0,0.5,Very Good,46-60,>5 years
41,105745,244409,415,10,1,7.8,48,0.24,Bachelor's,Part-time,Single,No,No,Auto,No,0,2.31,Poor,36-45,<1 year
69,104448,149411,639,54,2,18.48,48,0.75,Master's,Unemployed,Divorced,No,Yes,Business,No,0,1.43,Fair,>60,3-5 years
30,85846,121830,640,98,4,12.66,24,0.12,Bachelor's,Part-time,Married,Yes,Yes,Other,No,0,1.42,Fair,25-35 ,>5 years
37,69688,158296,729,49,4,12.5,12,0.24,PhD,Unemployed,Single,No,No,Business,No,0,2.27,Good,36-45,3-5 years
32,111911,241466,751,18,2,19.86,48,0.12,Master's,Unemployed,Divorced,No,No,Other,Yes,0,2.16,Very Good,25-35 ,1-3 years
21,132813,46352,617,105,3,12.68,36,0.58,High School,Full-time,Divorced,No,Yes,Home,No,0,0.35,Fair,<25,>5 years
51,145907,39764,419,18,1,18.86,36,0.76,Bachelor's,Unemployed,Divorced,Yes,No,Home,Yes,0,0.27,Poor,46-60,1-3 years
45,59851,138048,406,74,3,9.14,12,0.23,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,0,2.31,Poor,36-45,>5 years
67,148072,246825,597,101,4,8.89,36,0.39,Master's,Part-time,Divorced,Yes,No,Education,Yes,0,1.67,Fair,>60,>5 years
19,99436,195201,734,119,1,24.51,60,0.19,Bachelor's,Unemployed,Single,No,No,Business,No,1,1.96,Good,<25,>5 years
64,70722,174951,746,94,2,8.04,24,0.82,PhD,Self-employed,Married,Yes,No,Education,No,0,2.47,Very Good,>60,>5 years
47,28298,209340,483,76,4,8.71,12,0.2,PhD,Full-time,Married,Yes,Yes,Education,No,0,7.4,Poor,46-60,>5 years
43,125352,193088,309,101,2,17.36,36,0.44,PhD,Full-time,Divorced,Yes,Yes,Auto,No,0,1.54,Poor,36-45,>5 years
68,107341,188877,516,53,1,6.77,48,0.51,PhD,Self-employed,Single,Yes,No,Business,No,0,1.76,Poor,>60,3-5 years
64,30958,37621,316,67,1,6.29,60,0.23,Master's,Full-time,Divorced,No,No,Home,No,0,1.22,Poor,>60,>5 years
43,121766,89311,475,52,4,16.13,36,0.5,High School,Self-employed,Divorced,Yes,Yes,Education,No,1,0.73,Poor,36-45,3-5 years
37,134376,47872,350,119,3,4.78,60,0.39,High School,Unemployed,Divorced,Yes,No,Business,Yes,0,0.36,Poor,36-45,>5 years
59,54243,203590,451,56,1,22.65,12,0.87,PhD,Self-employed,Married,Yes,Yes,Auto,No,0,3.75,Poor,46-60,3-5 years
45,41597,95831,627,104,4,16.48,12,0.21,Master's,Full-time,Single,Yes,No,Education,Yes,0,2.3,Fair,36-45,>5 years
37,75621,142048,813,57,3,2.82,24,0.51,PhD,Self-employed,Single,No,Yes,Auto,No,0,1.88,Excellent,36-45,3-5 years
28,21757,25496,548,53,3,16.75,12,0.82,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,0,1.17,Poor,25-35 ,3-5 years
27,140784,234016,666,117,1,2.67,12,0.41,Bachelor's,Unemployed,Divorced,Yes,No,Other,Yes,0,1.66,Fair,25-35 ,>5 years
40,107296,180213,416,83,1,2.91,60,0.69,PhD,Part-time,Divorced,No,No,Auto,Yes,0,1.68,Poor,36-45,>5 years
54,52460,190526,681,35,3,7.63,60,0.16,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes,0,3.63,Good,46-60,1-3 years
